"","taxon","spp","sppCorr","common.malin","common","taxLvl","species","genus","family","order","class","superclass","subphylum","phylum","kingdom"
"665","PRIONOTUS EVOLANS","Prionotus evolans","Prionotus evolans","","striped searobin","Species","Prionotus evolans","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"666","PRIONOTUS LONGISPINOSUS",NA,NA,"bigeye searobin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","PRIONOTUS OPHRYAS","Prionotus ophryas","Prionotus ophryas","bandtail searobin","bandtail searobin","Species","Prionotus ophryas","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"668","PRIONOTUS PARALATUS",NA,NA,"Mexican searobin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","PRIONOTUS ROSEUS",NA,NA,"bluespotted searobin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","PRIONOTUS RUBIO","Prionotus rubio","Prionotus rubio","blackfin searobin","blackwing searobin","Species","Prionotus rubio","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"671","PRIONOTUS STEARNSI",NA,NA,"shortwing searobin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","PRIONOTUS TRIBULUS","Prionotus tribulus","Prionotus tribulus","bighead searobin","bighead searobin","Species","Prionotus tribulus","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"673","PRIOOTUS LOGISPIOSUS","Priootus logispiosus","Prionotus longispinosus","","bigeye searobin","Species","Prionotus longispinosus","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"674","PRIOOTUS OPHRYAS","Priootus ophryas","Prionotus ophryas","","bandtail searobin","Species","Prionotus ophryas","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"675","PRIOOTUS PARALATUS","Priootus paralatus","Prionotus paralatus","","Mexican searobin","Species","Prionotus paralatus","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"676","PRIOOTUS ROSEUS","Priootus roseus","Prionotus roseus","","bluespotted searobin","Species","Prionotus roseus","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"677","PRIOOTUS RUBIO","Priootus rubio","Prionotus rubio","","blackwing searobin","Species","Prionotus rubio","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"678","PRIOOTUS SCITULUS","Priootus scitulus","Prionotus scitulus","","leopard searobin","Species","Prionotus scitulus","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"679","PRIOOTUS STEARSI","Priootus stearsi","Prionotus stearnsi","","shortwing searobin","Species","Prionotus stearnsi","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"680","PRIOOTUS TRIBULUS","Priootus tribulus","Prionotus tribulus","","bighead searobin","Species","Prionotus tribulus","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"681","PRISTIPOMOIDES AQUILOARIS","Pristipomoides aquiloaris","Pristipomoides aquilonaris","","wrenchman","Species","Pristipomoides aquilonaris","Pristipomoides","Lutjanidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"682","PRISTIPOMOIDES AQUILONARIS",NA,NA,"wenchman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","PSEUDOPLEURONECTES AMERICANUS","Pseudopleuronectes americanus","Pseudopleuronectes americanus","blackback","winter flounder","Species","Pseudopleuronectes americanus","Pseudopleuronectes","Pleuronectidae","Pleuronectiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"684","PSEUDOPLEURONECTES AMERICANUS ",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Paguridae","Paguridae","Paguridae","right-handed hermit crabs","right-handed hermit crabs","Family",NA,NA,"Paguridae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"686","Paguristes turgidus","Paguristes turgidus","Paguristes turgidus","",NA,"Species","Paguristes turgidus","Paguristes","Diogenidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"687","Pagurus aleuticus","Pagurus aleuticus","Pagurus aleuticus","","Aleutian hermit","Species","Pagurus aleuticus","Pagurus","Paguridae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"688","Pagurus brandti","Pagurus brandti","Pagurus brandti","","sponge hermit","Species","Pagurus brandti","Pagurus","Paguridae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"689","Pagurus capillatus","Pagurus capillatus","Pagurus capillatus","",NA,"Species","Pagurus capillatus","Pagurus","Paguridae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"690","Pagurus confragosus","Pagurus confragosus","Pagurus confragosus","","knobbyhand hermit","Species","Pagurus confragosus","Pagurus","Paguridae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"691","Pagurus ochotensis","Pagurus ochotensis","Pagurus ochotensis","","Alaskan hermit crab","Species","Pagurus ochotensis","Pagurus","Paguridae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"692","Pagurus sp.","Pagurus","Pagurus","","hermit crabs","Genus",NA,"Pagurus","Paguridae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"693","Pagurus spp.","Pagurus","Pagurus","","hermit crabs","Genus",NA,"Pagurus","Paguridae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"694","Pandalopsis dispar","Pandalopsis dispar","Pandalopsis dispar","sidestripe shrimp","sidestripe shrimp","Species","Pandalopsis dispar","Pandalopsis","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"695","Pandalopsisdispar",NA,NA,"sidestripe shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Pandalus eous (=borealis)","Pandalus eous","Pandalus eous","Alaskan pink shrimp","Alaskan pink shrimp","Species","Pandalus eous","Pandalus","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"697","Pandalus goniurus","Pandalus goniurus","Pandalus goniurus","humpy shrimp","humpy shrimp","Species","Pandalus goniurus","Pandalus","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"698","Pandalus hypsinotus","Pandalus hypsinotus","Pandalus hypsinotus","","coonstriped shrimp","Species","Pandalus hypsinotus","Pandalus","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"699","Pandalus jordani","Pandalus jordani","Pandalus jordani","ocean shrimp","ocean shrimp","Species","Pandalus jordani","Pandalus","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"700","Pandalus platyceros","Pandalus platyceros","Pandalus platyceros","spot shrimp","spot shrimp","Species","Pandalus platyceros","Pandalus","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"701","Pandalus sp.","Pandalus","Pandalus","","Dybhavsreje","Genus",NA,"Pandalus","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"702","Pandalus tridens","Pandalus tridens","Pandalus tridens","","yellowleg pandalid","Species","Pandalus tridens","Pandalus","Pandalidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"703","Pandaluseous(=borealis)",NA,NA,"Alaskan pink shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Pandalusgoniurus",NA,NA,"humpy shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Pandalushypsinotus",NA,NA,"coonstriped shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Pandalusplatyceros",NA,NA,"spot shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Paractinostola faeculenta","Paractinostola faeculenta","Paractinostola faeculenta","","hobnail vase anemone","Species","Paractinostola faeculenta","Paractinostola","Actinostolidae","Actiniaria","Anthozoa",NA,"Anthozoa","Cnidaria","Animalia"
"708","Paragorgia arborea","Paragorgia arborea","Paragorgia arborea","","bubblegum coral","Species","Paragorgia arborea","Paragorgia","Paragorgiidae","Alcyonacea","Anthozoa",NA,"Anthozoa","Cnidaria","Animalia"
"709","Paralichthys dentatus",NA,NA,"summer flounder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Paralithodes camtschaticus","Paralithodes camtschaticus","Paralithodes camtschaticus","red king crab","red king crab","Species","Paralithodes camtschaticus","Paralithodes","Lithodidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"711","Paralithodes platypus","Paralithodes platypus","Paralithodes platypus","blue king crab","blue king crab","Species","Paralithodes platypus","Paralithodes","Lithodidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"712","Paralithodescamtschaticus",NA,NA,"red king crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Paralithodesplatypus",NA,NA,"blue king crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Parastichopus californicus","Parastichopus californicus","Parastichopus californicus","",NA,"Species","Parastichopus californicus","Parastichopus","Stichopodidae","Aspidochirotida","Holothuroidea",NA,"Echinozoa","Echinodermata","Animalia"
"715","Parastichopus leukothele","Parastichopus leukothele","Parastichopus leukothele","",NA,"Species","Parastichopus leukothele","Parastichopus","Stichopodidae","Aspidochirotida","Holothuroidea",NA,"Echinozoa","Echinodermata","Animalia"
"716","Parophrys vetulus","Parophrys vetulus","Parophrys vetulus","English sole","English sole","Species","Parophrys vetulus","Parophrys","Pleuronectidae","Pleuronectiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"717","Parophrysvetulus",NA,NA,"English sole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Pasiphaea pacifica","Pasiphaea pacifica","Pasiphaea pacifica","","Pacific glass shrimp","Species","Pasiphaea pacifica","Pasiphaea","Pasiphaeidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"719","Pasiphaeapacifica",NA,NA,"Pacific glass shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Patinopecten caurinus","Patinopecten caurinus","Patinopecten caurinus","weathervane scallop","weathervane scallop","Species","Patinopecten caurinus","Patinopecten","Pectinidae","Ostreoida","Bivalvia",NA,NA,"Mollusca","Animalia"
"721","Patinopectencaurinus",NA,NA,"weathervane scallop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Pennatulacea","Pennatulacea","Pennatulacea","sea panzies","sea pens","Order",NA,NA,NA,"Pennatulacea","Anthozoa",NA,"Anthozoa","Cnidaria","Animalia"
"723","Peprilus simillimus","Peprilus simillimus","Peprilus simillimus","","Pacific pompano","Species","Peprilus simillimus","Peprilus","Stromateidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"724","Peprilus triacanthus",NA,NA,"butterfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Pisaster brevispinus","Pisaster brevispinus","Pisaster brevispinus","","Giant Pink Sea Star","Species","Pisaster brevispinus","Pisaster","Asteriidae","Forcipulatida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"726","Placetron wosnessenskii","Placetron wosnessenskii","Placetron wosnessenskii","scaled crab","scaled crab","Species","Placetron wosnessenskii","Placetron","Lithodidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"727","Placetronwosnessenskii",NA,NA,"scaled crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Placopecten magellanicus",NA,NA,"sea scallop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","Platichthys stellatus","Platichthys stellatus","Platichthys stellatus","starry flounder","starry flounder","Species","Platichthys stellatus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"730","Platichthysstellatus",NA,NA,"starry flounder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","Platymera gaudichaudii","Platymera gaudichaudii","Platymera gaudichaudii","","armed box crab","Species","Platymera gaudichaudii","Platymera","Calappidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"732","Pleurobranchaea californica","Pleurobranchaea californica","Pleurobranchaea californica","",NA,"Species","Pleurobranchaea californica","Pleurobranchaea","Pleurobranchidae","Notaspidea","Gastropoda",NA,NA,"Mollusca","Animalia"
"733","Pleurogrammus monopterygius","Pleurogrammus monopterygius","Pleurogrammus monopterygius","Atka mackerel","Atka mackerel","Species","Pleurogrammus monopterygius","Pleurogrammus","Hexagrammidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"734","Pleurogrammusmonopterygius",NA,NA,"Atka mackerel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Pleuronectes quadrituberculatus","Pleuronectes quadrituberculatus","Pleuronectes quadrituberculatus","Alaska plaice","Alaska plaice","Species","Pleuronectes quadrituberculatus","Pleuronectes","Pleuronectidae","Pleuronectiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"736","Pleuronectesquadrituberculatus",NA,NA,"Alaska plaice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","Pleuronichthys decurrens","Pleuronichthys decurrens","Pleuronichthys decurrens","curlfin sole","curlfin sole","Species","Pleuronichthys decurrens","Pleuronichthys","Pleuronectidae","Pleuronectiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"738","Pleuronichthys verticalis","Pleuronichthys verticalis","Pleuronichthys verticalis","","hornyhead turbot","Species","Pleuronichthys verticalis","Pleuronichthys","Pleuronectidae","Pleuronectiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"739","Plicifusus kroyeri","Plicifusus kroyeri","Plicifusus kroyeri","true whelk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","Plicifususkroyeri",NA,NA,"true whelk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","Pododesmus macrochisma","Pododesmus macrochisma","Pododesmus macrochisma","","green falsejingle","Species","Pododesmus macrochisma","Pododesmus","Anomiidae","Ostreoida","Bivalvia",NA,NA,"Mollusca","Animalia"
"742","Podothecus accipenserinus","Podothecus accipenserinus","Podothecus accipenserinus","sturgeon poacher","sturgeon poacher","Species","Podothecus accipenserinus","Podothecus","Agonidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"743","Podothecusaccipenserinus",NA,NA,"sturgeon poacher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Pollachius virens",NA,NA,"pollock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Polychaeta","Polychaeta","Polychaeta","","polychaetes","Subphylum",NA,NA,NA,NA,NA,NA,"Polychaeta","Annelida","Animalia"
"746","Polynoidae","Polynoidae","Polynoidae","","scaleworms","Family",NA,NA,"Polynoidae","Phyllodocida","Errantia",NA,"Polychaeta","Annelida","Animalia"
"747","Polyplacophora","Polyplacophora","Polyplacophora","","chitons","Class",NA,NA,NA,NA,"Polyplacophora",NA,NA,"Mollusca","Animalia"
"748","Poraniopsis inflata","Poraniopsis inflata","Poraniopsis inflata","",NA,"Species","Poraniopsis inflata","Poraniopsis","Echinasteridae","Spinulosida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"749","Porichthys notatus","Porichthys notatus","Porichthys notatus","plainfin midshipman","plainfin midshipman","Species","Porichthys notatus","Porichthys","Batrachoididae","Batrachoidiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"750","Porifera","Porifera","Porifera","sponges","sponges","Phylum",NA,NA,NA,NA,NA,NA,NA,"Porifera","Animalia"
"751","Poroclinus rothrocki","Poroclinus rothrocki","Poroclinus rothrocki","","whitebarred prickleback","Species","Poroclinus rothrocki","Poroclinus","Stichaeidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"752","Primnoa willeyi","Primnoa willeyi","Primnoa willeyi","",NA,"Species","Primnoa willeyi","Primnoa","Primnoidae","Alcyonacea","Anthozoa",NA,"Anthozoa","Cnidaria","Animalia"
"753","Prionotus carolinus",NA,NA,"northern searobin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Prionotus evolans",NA,NA,"striped searobin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Protomyctophum thompsoni","Protomyctophum thompsoni","Protomyctophum thompsoni","","bigeye lanternfish","Species","Protomyctophum thompsoni","Protomyctophum","Myctophidae","Myctophiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"756","Psettichthys melanostictus","Psettichthys melanostictus","Psettichthys melanostictus","","Pacific sand sole","Species","Psettichthys melanostictus","Psettichthys","Pleuronectidae","Pleuronectiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"757","Psettichthysmelanostictus",NA,NA,"sand sole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Pseudarchaster alascensis","Pseudarchaster alascensis","Pseudarchaster alascensis","","Alaskan scarlet star",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Pseudarchaster parelii","Pseudarchaster parelii","Pseudarchaster parelii","","ledsjöstjärna","Species","Pseudarchaster parelii","Pseudarchaster","Goniasteridae","Valvatida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"760","Pseudarchaster spp.","Pseudarchaster","Pseudarchaster","","Alaskan scarlet star","Genus",NA,"Pseudarchaster","Goniasteridae","Valvatida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"761","Pseudopleuronectes americanus",NA,NA,"blackback",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","Pseudostichopus mollis","Pseudostichopus mollis","Pseudostichopus mollis","",NA,"Species","Pseudostichopus mollis","Pseudostichopus","Synallactidae","Aspidochirotida","Holothuroidea",NA,"Echinozoa","Echinodermata","Animalia"
"763","Psolus sp.","Psolus","Psolus","","Schuppen-Seegurke","Genus",NA,"Psolus","Psolidae","Dendrochirotida","Holothuroidea",NA,"Echinozoa","Echinodermata","Animalia"
"764","Pteraster jordani","Pteraster jordani","Pteraster jordani","",NA,"Species","Pteraster jordani","Pteraster","Pterasteridae","Spinulosida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"765","Pteraster militaris","Pteraster militaris","Pteraster militaris","","spetsig knubbsjöstjärna","Species","Pteraster militaris","Pteraster","Pterasteridae","Spinulosida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"766","Pteraster obscurus","Pteraster obscurus","Pteraster obscurus","",NA,"Species","Pteraster obscurus","Pteraster","Pterasteridae","Spinulosida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"767","Pteraster sp.","Pteraster","Pteraster","","slime stars","Genus",NA,"Pteraster","Pterasteridae","Spinulosida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"768","Pteraster spp.","Pteraster","Pteraster","","slime stars","Genus",NA,"Pteraster","Pterasteridae","Spinulosida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"769","Pteraster tesselatus","Pteraster tesselatus","Pteraster tesselatus","","cushion star","Species","Pteraster tesselatus","Pteraster","Pterasteridae","Spinulosida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"770","Ptilosarcus gurneyi","Ptilosarcus gurneyi","Ptilosarcus gurneyi","","Gurney's sea pen","Species","Ptilosarcus gurneyi","Ptilosarcus","Pennatulidae","Pennatulacea","Anthozoa",NA,"Anthozoa","Cnidaria","Animalia"
"771","Purple Striated Anemone","Purple striated anemone","Purple","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","Pycnopodia helianthoides","Pycnopodia helianthoides","Pycnopodia helianthoides","sunflower sea star","Sonnenblumen-Seestern","Species","Pycnopodia helianthoides","Pycnopodia","Asteriidae","Forcipulatida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"773","Pycnopodiahelianthoides",NA,NA,"sunflower sea star",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
